Date,A,B,C,D,E,F,G,H,I,J,K,L,M,
2022/2/25,"3,180,767","128,405,314",40.5,40.7,40.3,40.3,-0.2,"2,544",40.4,40.8,40.5,40.1,40
2022/2/24,"3,834,805","155,712,210",40.8,40.85,40.35,40.5,-0.55,"3,048",40.55,41.05,40.75,40.25,40.05
2022/2/23,"2,614,860","107,013,661",40.9,41.05,40.8,41.05,0.1,"1,741",40.9875,41.2375,41.175,40.925,40.7375
2022/2/22,"4,051,651","165,324,744",40.95,41,40.6,40.95,0.35,"2,637",40.875,41.275,41.15,40.75,40.475
2022/2/21,"1,290,873","52,322,289",40.4,40.7,40.3,40.6,0.2,993,40.55,40.95,40.8,40.4,40.15
2022/2/18,"1,631,785","65,887,255",40.4,40.5,40.25,40.4,0,"1,038",40.3875,40.6375,40.525,40.275,40.1375
2022/2/17,"2,872,607","116,386,815",40.6,40.7,40.4,40.4,0.1,"1,809",40.475,40.775,40.55,40.25,40.175
2022/2/16,"1,374,592","55,465,086",40.45,40.5,40.3,40.3,0.05,967,40.35,40.55,40.4,40.2,40.15
2022/2/15,"2,098,848","84,521,585",40.3,40.55,40.2,40.25,-0.05,"1,263",40.3125,40.6625,40.425,40.075,39.9625
2022/2/14,"1,433,884","57,782,962",40.4,40.4,40.2,40.3,-0.25,"1,095",40.3,40.5,40.4,40.2,40.1
2022/2/11,"2,144,155","86,964,334",40.6,40.65,40.5,40.55,-0.2,"1,537",40.5625,40.7125,40.625,40.475,40.4125
2022/2/10,"1,906,982","77,669,123",41,41,40.65,40.75,-0.3,"1,484",40.7875,41.1375,40.925,40.575,40.4375
2022/2/9,"6,661,424","271,541,596",40.8,41.05,40.5,41.05,-0.35,"3,736",40.9125,41.4625,41.325,40.775,40.3625
2022/2/8,"2,609,032","107,878,491",41.35,41.5,41.15,41.4,0.15,"1,737",41.3625,41.7125,41.575,41.225,41.0125
2022/2/7,"3,300,149","135,814,421",40.85,41.45,40.8,41.25,0.7,"2,076",41.1875,41.8375,41.575,40.925,40.5375
2022/1/26,"1,285,251","52,102,382",40.45,40.75,40.4,40.55,0.1,774,40.5625,40.9125,40.725,40.375,40.2125
2022/1/25,"2,366,597","95,398,957",40.55,40.55,40.2,40.45,-0.25,"1,376",40.4125,40.7625,40.625,40.275,40.0625
2022/1/24,"1,943,745","78,293,716",40.25,40.7,40.05,40.7,0.3,"1,746",40.5375,41.1875,41.025,40.375,39.8875
2022/1/21,"2,524,109","102,033,262",40.7,40.7,40.3,40.4,-0.4,"1,720",40.45,40.85,40.6,40.2,40.05
2022/1/20,"1,896,259","77,102,482",40.95,40.95,40.55,40.8,-0.15,"1,283",40.775,41.175,41,40.6,40.375
2022/1/19,"2,710,257","110,963,123",41.2,41.25,40.75,40.95,-0.25,"1,986",40.975,41.475,41.2,40.7,40.475
2022/1/18,"1,210,013","49,927,836",41.25,41.35,41.15,41.2,0,791,41.225,41.425,41.3,41.1,41.025
2022/1/17,"2,004,762","82,673,053",41.35,41.65,41.1,41.2,-0.25,"1,223",41.2875,41.8375,41.475,40.925,40.7375
2022/1/14,"3,901,720","161,971,974",41.6,41.9,41.2,41.45,-0.2,"2,028",41.5,42.2,41.8,41.1,40.8
2022/1/13,"4,807,073","199,875,638",41.2,41.9,41.2,41.65,0.5,"2,374",41.6,42.3,42,41.3,40.9
